satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,age,revenu_mensuel,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,heure_supplementaires,augementation_salaire_precedente,genre,statut_marital,departement,poste,a_quitte_l_entreprise,domaine_etude,frequence_deplacement
4,3,2,4,4,2,3,32,5396,1,10,10,7,0,2,10,3,0,8,Non,12 %,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
2,3,2,3,1,3,3,50,6796,3,18,4,3,1,4,8,2,1,3,Oui,14 %,M,Marié(e),Commercial,Cadre Commercial,Oui,Entrepreunariat,Frequent
2,4,2,4,3,2,3,38,7625,0,10,9,7,0,4,1,4,1,8,Non,13 %,F,Célibataire,Consulting,Manager,Non,Infra & Cloud,Occasionnel
3,3,3,1,4,3,3,27,7412,1,9,9,7,0,3,1,2,0,7,Non,11 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,3,3,4,4,3,3,32,11159,3,10,7,7,0,6,3,2,7,7,Non,15 %,F,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,3,2,1,4,3,3,47,4960,2,20,7,7,0,2,14,4,1,7,Non,12 %,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,2,3,1,3,3,4,40,10475,5,20,18,13,1,2,5,4,1,12,Oui,21 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
3,4,4,3,3,3,3,53,14814,3,32,5,1,0,3,7,3,1,3,Non,19 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
2,2,5,4,2,2,3,41,19141,3,23,21,6,3,2,10,4,12,6,Non,15 %,M,Divorcé(e),Ressources Humaines,Senior Manager,Non,Ressources Humaines,Occasionnel
1,3,2,1,4,3,3,60,5405,8,10,2,2,0,1,16,4,2,2,Non,14 %,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,3,3,1,3,2,4,27,8793,1,9,9,7,2,4,10,2,1,7,Non,21 %,M,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Frequent
4,2,5,3,2,3,3,41,19189,1,22,22,7,1,3,1,3,2,10,Non,12 %,M,Marié(e),Ressources Humaines,Senior Manager,Non,Ressources Humaines,Occasionnel
4,3,1,2,4,3,3,50,3875,7,4,2,2,1,2,8,4,2,2,Non,15 %,M,Marié(e),Commercial,Représentant Commercial,Non,Marketing,Occasionnel
1,1,1,2,4,3,3,28,2216,7,10,7,7,0,4,1,2,3,7,Oui,13 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Occasionnel
1,4,3,1,1,3,3,36,11713,9,10,8,7,1,2,8,3,0,5,Non,14 %,F,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Aucun
3,3,3,3,4,4,3,38,7861,4,10,1,0,0,4,1,3,0,0,Oui,14 %,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,1,1,3,3,3,3,44,3708,2,9,5,2,0,5,24,3,1,4,Non,14 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Aucun
4,3,4,3,4,2,3,47,13770,9,28,22,2,2,2,3,3,11,13,Oui,12 %,F,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
3,3,2,4,4,2,4,30,5304,7,10,8,7,1,2,27,5,7,7,Non,23 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,1,3,3,3,3,29,2642,1,1,1,0,0,6,10,3,0,0,Non,11 %,M,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
3,4,1,3,4,3,3,42,2759,6,7,2,2,0,2,19,3,2,2,Oui,12 %,M,Divorcé(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Frequent
4,2,2,4,3,3,3,43,6804,3,7,2,2,1,5,15,3,2,2,Non,18 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
2,3,2,3,4,3,3,34,6142,3,10,5,1,0,2,8,2,4,3,Non,11 %,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
2,3,1,1,4,4,3,23,2500,1,5,4,3,1,2,9,1,0,2,Non,14 %,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
3,4,2,2,3,1,3,39,6389,9,12,8,3,1,3,3,3,3,6,Non,15 %,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
3,3,4,4,3,2,3,56,11103,7,30,10,7,0,1,9,3,1,1,Non,11 %,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,2,1,4,4,2,4,40,2342,0,5,4,2,0,2,2,1,2,3,Oui,20 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,2,2,1,1,1,3,27,6811,8,9,7,6,0,2,7,3,0,7,Non,19 %,F,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,3,1,2,4,3,3,29,2297,1,2,2,2,2,2,10,3,2,2,Non,14 %,M,Divorcé(e),Commercial,Représentant Commercial,Non,Marketing,Occasionnel
4,3,2,4,4,3,3,53,2450,2,19,2,2,0,4,6,3,2,2,Non,17 %,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,3,2,1,1,4,3,35,5093,2,16,1,0,1,2,2,4,0,0,Non,11 %,F,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Aucun
1,3,2,4,4,3,3,32,5309,1,10,10,8,2,2,24,4,4,7,Non,15 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
4,3,1,3,2,1,3,38,3057,6,6,1,0,1,0,2,5,0,1,Oui,13 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,3,2,1,3,3,3,34,5121,3,7,0,0,1,3,8,5,0,0,Non,14 %,F,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,2,4,1,1,4,3,52,16856,1,34,34,6,0,3,3,4,1,16,Non,11 %,M,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
4,3,1,4,3,2,3,33,2686,1,10,10,9,0,2,1,4,7,8,Oui,13 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Autre,Occasionnel
3,3,2,4,2,2,4,25,6180,1,6,6,5,0,5,26,1,1,4,Non,23 %,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
2,1,2,3,1,3,3,45,6632,0,9,8,7,0,3,2,2,3,1,Non,13 %,M,Célibataire,Commercial,Représentant Commercial,Non,Entrepreunariat,Occasionnel
1,4,1,3,4,3,3,23,3505,1,2,2,2,0,3,10,1,0,2,Non,18 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,4,2,3,4,3,3,47,6397,4,8,5,4,0,2,27,2,1,3,Oui,12 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Frequent
4,3,2,4,3,3,4,34,6274,1,6,6,5,0,5,2,3,1,4,Non,22 %,M,Célibataire,Commercial,Cadre Commercial,Non,Autre,Occasionnel
4,3,5,1,4,3,3,55,19859,5,24,5,2,1,2,2,3,1,4,Oui,13 %,M,Marié(e),Consulting,Senior Manager,Oui,Transformation Digitale,Occasionnel
1,2,3,1,2,3,3,36,7587,1,10,10,7,0,1,8,4,0,9,Non,15 %,M,Célibataire,Commercial,Cadre Commercial,Non,Infra & Cloud,Aucun
4,3,1,4,1,3,3,52,4258,0,5,4,3,1,3,19,4,1,2,Non,18 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Aucun
1,1,1,4,1,3,3,26,4364,3,5,2,2,1,2,1,2,2,0,Non,14 %,F,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Frequent
2,3,2,3,1,2,3,29,4335,4,11,8,7,1,3,27,3,1,1,Non,12 %,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Occasionnel
4,2,2,1,3,2,3,26,5326,6,6,4,3,0,2,8,3,1,2,Non,17 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Entrepreunariat,Occasionnel
2,4,1,4,3,3,3,34,3280,2,10,4,2,0,2,1,4,1,3,Non,16 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,2,1,2,3,3,54,5485,9,9,5,3,2,4,19,4,1,4,Oui,11 %,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
3,3,2,4,2,3,3,27,4342,0,5,4,2,1,3,8,1,1,1,Non,19 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Frequent
4,3,1,1,2,2,3,37,2782,0,6,5,3,2,3,10,1,4,3,Oui,13 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,4,2,1,4,3,3,38,5980,6,17,15,7,0,2,2,4,4,12,Oui,12 %,F,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Frequent
3,2,1,1,3,3,3,34,4381,1,6,6,5,0,3,2,4,1,3,Non,11 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
1,3,1,4,2,2,3,35,2572,1,3,3,2,1,1,8,4,0,2,Non,16 %,F,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
4,1,1,3,3,3,4,30,3833,3,7,2,2,2,2,1,3,0,2,Non,21 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,4,2,2,4,3,4,40,4244,1,8,8,7,1,2,2,2,3,7,Non,24 %,F,Marié(e),Consulting,Manager,Non,Transformation Digitale,Frequent
3,3,2,1,2,3,3,34,6500,5,6,3,2,1,1,8,2,1,2,Non,17 %,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,5,4,2,2,3,42,18430,1,24,24,7,1,4,8,3,14,9,Non,13 %,M,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Frequent
3,4,1,1,3,3,4,23,1601,1,1,0,0,2,2,6,3,0,0,Oui,21 %,M,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,2,1,2,3,3,3,24,2694,1,1,1,0,3,4,9,3,0,0,Non,11 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
4,3,2,3,2,3,4,52,3149,8,9,5,2,1,3,11,4,1,4,Non,20 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,3,4,3,4,3,3,50,17639,5,30,4,3,0,3,2,3,0,3,Non,16 %,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
2,2,1,1,4,3,3,29,2319,1,1,1,0,1,1,1,2,0,0,Oui,11 %,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,3,3,3,4,4,3,33,11691,0,14,13,9,0,3,7,3,3,7,Non,11 %,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Occasionnel
1,3,2,1,3,3,3,33,5324,5,6,3,2,0,3,16,3,0,2,Non,15 %,F,Célibataire,Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
3,3,4,4,3,2,3,47,16752,1,26,26,14,1,3,2,2,3,0,Oui,11 %,F,Marié(e),Consulting,Senior Manager,Non,Autre,Occasionnel
3,3,2,2,1,3,3,36,5228,0,10,9,7,1,2,1,3,0,5,Non,15 %,F,Marié(e),Consulting,Tech Lead,Non,Autre,Occasionnel
3,4,1,3,3,3,4,29,2700,1,10,10,7,1,3,23,2,0,7,Non,24 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,3,5,2,4,3,3,58,19246,7,40,31,15,0,2,2,4,13,8,Oui,12 %,M,Célibataire,Consulting,Directeur Technique,Oui,Infra & Cloud,Occasionnel
4,4,1,3,3,3,3,35,2506,3,7,2,2,0,0,1,4,2,2,Non,13 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
4,2,2,4,4,3,3,42,6062,9,8,4,3,1,4,1,2,0,2,Oui,13 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,3,1,3,4,2,3,28,4382,6,5,2,2,0,3,2,4,2,1,Non,17 %,M,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Occasionnel
3,3,1,2,2,3,3,36,2143,4,8,5,2,1,2,13,3,0,4,Non,13 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
3,2,2,3,3,3,3,32,6162,1,14,14,13,1,3,4,3,6,8,Non,12 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,2,2,3,4,3,3,40,5094,6,10,1,0,0,6,16,4,0,0,Non,14 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Frequent
3,2,2,4,2,2,4,30,6877,5,12,0,0,0,4,2,3,0,0,Oui,24 %,F,Célibataire,Consulting,Tech Lead,Non,Transformation Digitale,Occasionnel
2,2,1,3,4,3,3,45,2274,1,1,1,0,0,3,2,3,0,0,Non,14 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,2,2,4,2,3,42,4434,1,10,9,8,1,3,29,3,7,8,Non,13 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,2,2,1,3,2,3,38,6288,2,13,4,3,1,3,12,3,1,2,Non,15 %,M,Divorcé(e),Consulting,Manager,Non,Infra & Cloud,Frequent
3,2,1,4,3,3,3,34,2553,1,6,5,2,0,3,16,4,1,3,Non,16 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
3,3,3,4,1,4,3,49,7654,1,9,9,8,2,3,11,3,7,7,Non,18 %,F,Marié(e),Commercial,Cadre Commercial,Oui,Marketing,Occasionnel
3,3,2,4,3,2,3,55,5160,4,12,9,7,0,3,2,1,7,3,Non,16 %,M,Célibataire,Commercial,Cadre Commercial,Oui,Transformation Digitale,Occasionnel
2,3,4,1,3,3,4,43,17159,6,22,4,1,1,3,14,2,1,0,Non,24 %,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
3,2,3,4,2,3,3,27,12808,1,9,9,8,1,3,5,1,0,8,Oui,16 %,M,Divorcé(e),Consulting,Directeur Technique,Non,Entrepreunariat,Occasionnel
3,3,3,3,2,4,4,35,10221,3,17,8,5,0,3,7,3,1,6,Non,21 %,M,Célibataire,Consulting,Tech Lead,Non,Autre,Occasionnel
2,3,2,2,1,3,4,28,4779,1,8,8,7,0,2,2,4,7,5,Oui,20 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,1,4,3,1,3,34,3737,0,4,3,2,1,1,3,2,0,2,Non,19 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
3,2,1,3,1,3,3,26,2366,1,8,8,7,1,2,5,2,1,7,Oui,14 %,F,Marié(e),Consulting,Assistant de Direction,Oui,Transformation Digitale,Frequent
4,3,1,4,3,2,3,27,1706,1,0,0,0,3,6,3,3,0,0,Non,11 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Aucun
1,3,4,3,3,2,3,51,16307,2,29,20,6,1,2,26,4,4,17,Non,14 %,F,Marié(e),Commercial,Senior Manager,Non,Marketing,Occasionnel
4,3,2,2,4,2,3,44,5933,9,10,5,2,0,2,4,3,2,3,Non,12 %,M,Célibataire,Consulting,Manager,Non,Transformation Digitale,Occasionnel
1,4,1,1,3,2,3,25,3424,7,6,4,3,0,3,2,1,0,1,Non,13 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
1,4,2,1,1,3,4,33,4037,1,9,9,8,1,5,1,3,0,8,Non,22 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
3,2,1,1,4,2,3,35,2559,1,6,6,5,0,3,27,1,1,1,Non,11 %,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
2,3,2,4,4,2,3,36,6201,1,18,18,14,1,1,1,2,4,11,Oui,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,3,2,4,3,2,3,32,4403,2,8,5,2,1,3,13,4,0,3,Non,11 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Occasionnel
2,2,1,4,2,2,3,30,3761,9,10,5,4,1,3,5,4,0,3,Non,12 %,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Frequent
1,2,3,4,4,3,3,53,10934,7,35,5,2,1,3,7,2,0,4,Oui,18 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,3,3,1,3,3,3,45,10761,4,18,5,4,1,2,9,3,0,2,Oui,12 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,4,2,3,3,2,3,32,5175,5,9,5,3,1,3,8,2,1,3,Non,12 %,F,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
3,2,4,4,3,3,4,52,13826,3,31,9,8,0,3,25,4,0,0,Non,22 %,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Frequent
4,2,2,3,4,3,3,37,6334,4,9,1,0,2,2,16,4,0,0,Non,19 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
2,2,1,4,4,3,3,28,4936,1,6,5,1,1,6,8,2,0,4,Non,13 %,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Non,Transformation Digitale,Occasionnel
4,2,2,4,1,1,4,22,4775,6,4,2,2,2,2,1,2,2,2,Non,22 %,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
1,4,1,4,3,2,4,44,2818,2,10,3,2,1,2,8,4,0,2,Oui,24 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
2,3,1,4,4,3,3,42,2515,5,8,2,1,0,2,2,1,2,2,Oui,14 %,M,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Frequent
1,2,1,1,3,3,4,36,2342,0,6,5,4,0,3,8,3,0,3,Non,21 %,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Occasionnel
3,3,2,1,4,3,3,25,4194,1,5,5,3,0,3,3,1,0,3,Oui,18 %,M,Marié(e),Commercial,Cadre Commercial,Non,Autre,Occasionnel
4,2,3,3,2,3,4,35,10685,1,17,17,14,1,2,9,3,5,15,Oui,20 %,F,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
4,3,1,2,1,2,3,35,2022,1,10,10,2,1,3,25,4,7,8,Oui,19 %,F,Divorcé(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Frequent
4,3,1,4,2,3,3,32,2314,0,4,3,0,1,2,1,3,0,2,Non,12 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
3,2,2,1,1,4,3,25,4256,1,5,5,2,0,1,4,1,0,3,Non,12 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,3,1,1,2,3,3,49,3580,2,7,4,2,1,2,1,3,0,2,Non,16 %,F,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Occasionnel
1,2,1,4,4,2,3,24,3162,0,6,5,2,0,2,4,1,3,4,Non,17 %,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
2,3,2,2,4,3,3,32,6524,1,10,10,8,1,3,5,2,5,3,Non,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Frequent
2,2,1,2,4,3,3,38,2899,0,3,2,2,1,3,9,3,1,2,Non,19 %,M,Marié(e),Commercial,Représentant Commercial,Non,Marketing,Occasionnel
3,4,2,4,2,2,3,42,5231,2,17,5,3,1,1,3,3,1,3,Oui,13 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
4,3,1,4,2,3,3,31,2356,3,8,6,4,1,2,11,4,0,2,Oui,19 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,2,1,3,3,3,3,29,2800,6,5,3,2,3,3,1,3,0,2,Oui,19 %,F,Divorcé(e),Commercial,Représentant Commercial,Oui,Transformation Digitale,Occasionnel
1,3,4,4,3,3,3,53,11836,5,28,2,0,1,3,8,3,2,2,Non,14 %,M,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
4,2,3,2,1,3,3,35,10903,3,16,13,10,0,2,25,3,4,8,Non,16 %,M,Marié(e),Consulting,Tech Lead,Non,Entrepreunariat,Occasionnel
3,3,1,4,2,3,3,37,2973,5,10,5,4,1,3,21,2,0,0,Non,15 %,F,Marié(e),Commercial,Représentant Commercial,Non,Transformation Digitale,Frequent
4,3,4,4,3,3,3,53,14275,6,33,12,9,0,0,23,4,3,8,Non,18 %,F,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Occasionnel
4,3,2,4,2,2,3,43,5562,4,12,5,2,1,2,1,3,2,2,Non,13 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Frequent
3,3,2,4,1,3,4,47,4537,0,8,7,6,1,2,2,2,7,7,Oui,22 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
1,3,3,2,4,3,3,37,7642,1,10,10,0,0,2,19,2,0,9,Oui,13 %,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Aucun
1,3,4,1,4,3,3,50,17924,1,31,31,6,1,3,2,4,14,7,Non,11 %,M,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Aucun
4,2,2,4,3,3,3,39,5204,8,13,5,4,2,2,2,3,0,4,Non,11 %,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Occasionnel
4,3,1,2,3,4,3,33,2277,3,7,4,3,1,4,3,2,0,3,Oui,11 %,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Occasionnel
1,3,1,4,3,1,4,32,2795,1,1,1,0,0,2,25,4,0,1,Oui,24 %,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
1,2,1,4,3,3,3,29,2532,6,8,4,3,3,5,7,1,0,3,Non,14 %,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Occasionnel
2,3,1,1,4,3,3,44,2559,1,8,8,7,0,0,9,2,7,1,Oui,13 %,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
1,3,2,4,2,3,3,28,4908,1,4,4,2,0,3,5,4,0,2,Non,14 %,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
4,2,1,4,4,2,3,58,2380,9,3,1,0,1,3,2,1,0,0,Oui,14 %,M,Divorcé(e),Consulting,Consultant,Oui,Infra & Cloud,Frequent
1,3,2,2,3,4,4,43,4765,4,4,1,0,1,2,8,3,0,0,Non,21 %,F,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Occasionnel
3,2,1,3,4,2,3,20,2044,1,2,2,2,0,3,2,3,0,2,Non,13 %,F,Célibataire,Commercial,Représentant Commercial,Oui,Transformation Digitale,Occasionnel
4,3,1,4,1,2,3,21,2693,1,1,1,0,0,3,18,1,0,0,Non,19 %,F,Célibataire,Consulting,Assistant de Direction,Oui,Autre,Occasionnel
3,3,2,4,1,2,3,36,6586,0,17,16,8,1,2,14,1,4,11,Oui,17 %,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
4,2,1,4,1,2,3,47,3294,1,3,3,2,0,3,2,4,1,2,Oui,18 %,F,Célibataire,Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
2,3,2,3,1,4,3,22,4171,0,4,3,2,1,3,3,1,0,2,Oui,19 %,F,Marié(e),Consulting,Tech Lead,Oui,Infra & Cloud,Occasionnel
2,1,1,4,3,2,3,41,2778,4,10,7,7,1,1,2,4,1,0,Oui,13 %,F,Divorcé(e),Consulting,Consultant,Oui,Infra & Cloud,Occasionnel
3,3,1,3,2,3,3,28,2377,5,6,2,2,1,2,9,3,2,2,Non,18 %,F,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,1,1,4,1,4,39,2404,7,8,2,2,0,2,6,3,2,2,Oui,21 %,M,Marié(e),Consulting,Consultant,Oui,Transformation Digitale,Occasionnel
2,3,1,3,3,3,3,27,2318,1,1,1,1,0,2,4,3,0,0,Non,19 %,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Occasionnel
2,3,1,2,2,3,3,34,2008,1,1,1,0,2,3,10,3,1,0,Non,14 %,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Occasionnel
3,2,2,3,1,3,3,42,6244,7,10,5,4,0,6,14,2,0,3,Non,17 %,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Occasionnel
3,2,1,1,2,3,3,33,2799,3,6,3,2,0,1,1,4,0,2,Oui,11 %,M,Célibataire,Consulting,Assistant de Direction,Non,Autre,Occasionnel
3,2,3,2,4,3,3,58,10552,2,24,6,0,1,3,5,3,0,4,Oui,13 %,F,Divorcé(e),Consulting,Manager,Non,Entrepreunariat,Occasionnel
2,2,1,3,2,4,3,31,2329,3,13,7,7,0,2,7,4,5,2,Non,15 %,M,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Occasionnel
4,3,2,4,4,1,4,35,4014,1,10,10,6,1,2,21,1,0,7,Oui,25 %,F,Marié(e),Consulting,Manager,Non,Infra & Cloud,Occasionnel
1,3,3,2,3,2,3,49,7403,4,29,26,9,1,3,8,2,1,7,Non,11 %,F,Marié(e),Consulting,Consultant,Non,Autre,Occasionnel
4,3,1,3,1,2,3,48,2259,4,13,0,0,2,2,20,4,0,0,Non,17 %,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Occasionnel
4,3,2,3,4,2,3,31,6932,1,9,9,8,1,2,20,2,0,0,Non,13 %,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Aucun
2,3,1,4,3,3,3,36,4678,2,8,6,2,0,6,7,4,0,1,Non,18 %,M,Célibataire,Consulting,Assistant de Direction,Non,Autre,Occasionnel
4,3,3,1,2,3,3,38,13582,1,15,15,12,1,3,1,3,5,11,Non,13 %,F,Marié(e),Consulting,Directeur Technique,Non,Entrepreunariat,Occasionnel
3,2,1,2,3,3,4,32,2332,6,5,3,0,0,3,1,3,0,2,Non,20 %,F,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Aucun
3,2,1,2,3,3,3,25,2413,1,1,1,0,3,2,19,2,0,0,Oui,18 %,M,Marié(e),Commercial,Représentant Commercial,Oui,Marketing,Occasionnel
1,2,3,2,2,2,3,40,9705,2,11,1,0,1,2,10,4,0,0,Non,12 %,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Occasionnel
3,2,2,1,2,3,3,26,4294,1,7,7,7,0,2,1,3,0,7,Non,12 %,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Frequent
4,3,1,1,3,3,3,41,4721,2,20,18,13,0,3,6,3,2,17,Oui,13 %,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Occasionnel
